Answers,Labels
@SouthwestAir What does this even mean?  I'm taking about letting elite customers who paid for a seat fill a seat that will go empty anyway.,negative
@southwestair SWEET!!! Glad to hear it. I'll keep you guys in mind next time!,positive
"@SouthwestAir you do a great job of achieving that at most cities, just not at BWI.",negative
@SouthwestAir hello. my flight is Cancelled Flightled for #destinationdragons and no one at your desk at KCI knows what the fuck is happening!!!!!!!!,negative
@SouthwestAir your employees at BWI have been amazing!,positive
@SouthwestAir thanks for responding.,positive
@Southwestair thanks for leaving me hanging here. #destinationdragons flights all fucked up now. No help?!,negative
"@SouthwestAir Hi! Winter Wx Advisory issued for STL. Snow &amp; Ice &amp; Cold, oh my! Will you issue a travel advisory for that?",neutral
"@SouthwestAir If a travel advisory is posted for DEN, can I then make changes to my ticket? Anything I need to know before I call?",neutral
@SouthwestAir luxury! Only 40 people on this flight. I'm going to get spoiled.,negative
"@southwestair three flights with three  check in agents, not enough. #missedflight  back to Jet Blue",negative
@SouthwestAir when are you releasing your flights for September? Just found out you fly direct lbb to las! So excited! #tripofalifetime,positive
@SouthwestAir unable to book travel right now on the website or through the app. Help!,negative
@SouthwestAir Gracias... appreciate that!,positive
@SouthwestAir was fantastic! That's the best flight service I've ever had.,positive
@SouthwestAir would love to win tickets and take my son to Imagine Dragons in Provo Saturday night.  Crossed fingers. #DestinationDragons,neutral
"@SouthwestAir Promotion also said two free round trip flights. Nope, had to pay $200 extra for chi to Vegas. Bait&amp;switch.",negative
"@SouthwestAir so for an extra luggage, it cost $75????",negative
@SouthwestAir turned my non-stop flight between Laguardia/dal into a 1 stop in STL. WTH? I'm thinking some sorta comp is in order? REALLY?,negative
"@SouthwestAir Flying with you in about 2 weeks, bringing blankets bc it's freezing!😜",positive
@SouthwestAir last 5 flights have all consistently ran behind schedule what's up with that ??,negative
@SouthwestAir how about some sweet promo code to help me visit my family!!!.... Please!!!... Lol,neutral
"@SouthwestAir my sinuses had to contend with two painful landings rather than one, and we missed a preregistration window. Beyond frustrated",negative
"@SouthwestAir Why do airlines change ticket prices in the middle of the day
#annoyed",negative
@SouthwestAir #delayed again! You're killing me Late Flightly!,negative
@SouthwestAir LOVE IMAGINE DRAGONS  SO MUCH I EOULD DIE IF I GOT TICKETS,positive
@SouthwestAir I WANNAA GO TO THE VEGAS SHOW SO BAD ID DOO ANYTHING #DestinationDragons,neutral
"@SouthwestAir I love imagine dragons o flipping much, pls #DestinationDragons",positive
@SouthwestAir I would love to go to the Atlanta show ♥️,positive
@SouthwestAir I WOULD DO ANYTHING FOR tickets to the VEGAS... ANYTHING. I love imagine dragons so much!!,positive
@SouthwestAir Another delay. Wow,negative
@SouthwestAir I don't want to be too whiny. We accommodated several passengers whose earlier flight was Cancelled Flightled. Our flight was very long.,negative
@SouthwestAir this would be an awesome experience #DestinationDragons,positive
@SouthwestAir Hi! I ❤️ your company and fly all the time. I was wondering if you could please share this link &amp; read! http://t.co/lO6LghPcdU,positive
@SouthwestAir Yes! How about #DestinationDragons in San Diego?!?,neutral
@SouthwestAir I can't begin to tell you how slow my plane's wifi is. I can't even pull up an email.  What am i paying $8 for??,negative
@SouthwestAir do we get to pick which @Imaginedragons show? #DestinationDragons,neutral
@SouthwestAir BETSY is the BESTY! Gettin' stuck at #LAS might not be bad for most..but I want home! #homewardbound #betsy #besty #thankyou,negative
"@SouthwestAir We should be landing at RIC right now, but haven't even left ATL. Should have picked Delta maybe?",negative
@SouthwestAir I love ya but your bringin me down. An hour Late Flight leaving and now we've been sitting in the runway for 20 min 😥 #fail,negative
"@SouthwestAir I have never been mor e disappointed in a company, charging $8 to use your wifi which only works for about 8 apps parhetic",negative
@SouthwestAir  Just picked up my bag at SEATAC all the clothes are soaking wet... #bagawim http://t.co/nGxAl9OmL6,negative
@SouthwestAir would be cool if the best airlines company hooked me up with @Imaginedragons tickets for Vegas ;),positive
"@SouthwestAir appreciate the reply, hopefully those LAX agents get the memo. Cheers!",positive
@SouthwestAir Can you help me out with tickets to the Vegas event? I would be so stoked!,neutral
"@SouthwestAir I notice that there are separate buttons for ""guitar"" and actual ""music"" in this pic. Some bands should take note of this.",neutral
@SouthwestAir give me tickets to atlanta! I would do anything!  Anything 😆,neutral
@SouthwestAir offering us absolutely nothing for our troubles either. Blames the @TSA,negative
@SouthwestAir link doesn't work,negative
@SouthwestAir Just realized my Luv Voucher expired today. :( Any chance of getting some luv with an extension? Please? #VeryLoyalCustomer,neutral
"@SouthwestAir it'd be nice if I could get an answer, even a simple ""no"" would do; I just want to know. :)",negative
@southwestair after 4 hours of delays you did make a nice offer for rescheduling me the next day... but...,negative
@SouthwestAir a nice trip back home after a looong vaca 😊🌴 http://t.co/9TRvfnCedL,positive
@SouthwestAir Paid for in flight wifi from Austin to San Diego - wasn't useable. :/ Possible to get a refund? Conf #8X7XVM,negative
@SouthwestAir It was the usually excellent SWA flight!,positive
@SouthwestAir you know I ❤️you but trying my patience - had easier cheaper ways from TPA to PDX but stuck w u. Turned my 3 hrs in MCI to 6,negative
@SouthwestAir I figured the streaming wouldn't work per the TOS but just the @NASCAR site is taking longer than 5 minutes to load,negative
"@SouthwestAir now we have to wait, and wait to get it straight. I fly you for personal and business. But now, not so sure. #BeBetter",negative
@SouthwestAir because your gate attendant let someone board whose boarding pass kept reading invalid. This messed up the passenger log.,negative
@SouthwestAir Your #Android Wi-Fi experience is terrible! $8 is a ripoff! I can't get to @NASCAR or MRN for @DISupdates #BudweiserDuels,negative
"@SouthwestAir Dear SWA, I fly you a lot.   Most of the time, amazing. Today: unacceptable.I am sitting here in Midway delayed 20 min....",negative
"@SouthwestAir, what do you know? Finally lined up like cattle to board my SW flight (after original departure time) #badcustomerservice",negative
@SouthwestAir seems like you could make more money by opening up seats on a more desirable flight.,neutral
@SouthwestAir Jason (108639) at Gate #3 in SAN made my afternoon!!! #southwestairlines #stellarservice #thanks!,positive
@SouthwestAir thanks for adding straight flights from Columbus to Oakland!,positive
@SouthwestAir  I look forward to those direct flights to California to see my family more often. Thank you @MichaelBColeman #byebyeusairline,positive
@SouthwestAir where is the great customer service I have come to know/expect; you LUV dropped by EB check in and no help in sight!,negative
@SouthwestAir why can't you help me after you made mistake and dropped my early bird check in on your end?  Where is the LUV?,negative
@southwestair I have a roundtrip ticket now and I need to change one leg of the trip (to a nearby airport) - not possible via website?,neutral
@SouthwestAir please do something about the speed of your WiFi connections on your planes.  It might as well be non-existent.,negative
@SouthwestAir Your crew on 4028 tonight was outstanding. God bless them and the medically trained passengers on board.,positive
@SouthwestAir Weather seriously cannot even be the only excuse at this point because it was awful service in the summer too. Over it.,negative
@SouthwestAir is seriously THE WORST. I don't remember the last time I or someone I knew had a flight that wasn't delayed / Cancelled Flightled / etc!,negative
@SouthwestAir Is there any way to get entry to the Las Vegas event to see @Imaginedragons perform? #DestinationDragons,neutral
@SouthwestAir...give the crew of SWA 4007 a high five from this AV-8B guy for its nice XW landing into @bostonlogan. Nicely done!,positive
@SouthwestAir why do you charge so much moving from a full flight to an earlier flight with seats available?  doesn't make sense to me.,negative
@SouthwestAir and now no wifi??? Come on.,negative
@SouthwestAir on brd now.frustrated we go 2 #BUF not #ROC.if tld flt was gng 2b held earlier would not be a mess.cng bk unable due to overbk,negative
"@SouthwestAir have to be honest, didn't expect a fast response, thank you!  Off to #Chiberia we go!",positive
@SouthwestAir Making Miracles again! The customer service department gave me by far one of the friendliest phone calls ever. #wheelsup,positive
@SouthwestAir Already signed up!  Thanks!  Looking forward to trying the Southwest experience.,positive
"@SouthwestAir, on #unscheduled aircraft change, please have a better system in place, not worth the paid upgrade. #REFUND",negative
@SouthwestAir good to know. Perhaps it was execution then.,neutral
@SouthwestAir love how you hold flight 2851 in PHX for Late Flight passengers and make us all over an hour Late Flight. Great job.,negative
@SouthwestAir I tried to return to orig booked flt. told overbooked.Gng to diff dest.Feel like we were switched on purpose bec of overbook.,negative
"“@SouthwestAir: @AMiltx3 You are forgiven most loved Customer,,,it's as if you never left :) ^LL” that's why you're bae ❤️",positive
@SouthwestAir do we have a time estimate for our luggage? we'll be sure to fill out your survey!!,negative
"@SouthwestAir you only hear about the bad things. Flying the last to weekends, the flights and crews were awesome. Thank you. 👍👍",positive
"@SouthwestAir Sorry to spam, it would just be so awesome to see @Imaginedragons in Vegas. Your help would be absolutely amazing.",positive
@SouthwestAir DM Sent.,neutral
@SouthwestAir can you please DM me? I have a question for you :),neutral
@SouthwestAir done.0,neutral
@SouthwestAir lets chat about flights to and from BWI and the Carolina area... Can a girl get break? I've had to resort to USAir 😖 2 a day?!,negative
@SouthwestAir sent,neutral
"@SouthwestAir, remember me? Wouldn't let me on 3:05pm flight (seats available). Now my 7:40 flight is delayed. Worst airline. #badservice",negative
@SouthwestAir @MichaelBColeman - thanks for making new direct flight to San Francisco.,positive
